formula,entropy,num sols
/home/sdorco/CBS/CBS_k3_n100_m403_b90_819.cnf,0.074,480
/home/sdorco/CBS/CBS_k3_n100_m403_b30_650.cnf,0.11199999999999999,6050
/home/sdorco/CBS/CBS_k3_n100_m403_b10_484.cnf,0.186,58465
/home/sdorco/CBS/CBS_k3_n100_m403_b90_731.cnf,0.048,40
/home/sdorco/CBS/CBS_k3_n100_m403_b30_630.cnf,0.256,13608
/home/sdorco/CBS/CBS_k3_n100_m403_b30_554.cnf,0.156,31544
/home/sdorco/CBS/CBS_k3_n100_m403_b30_941.cnf,0.338,4272
/home/sdorco/CBS/CBS_k3_n100_m403_b90_432.cnf,0.066,240
/home/sdorco/CBS/CBS_k3_n100_m403_b50_841.cnf,0.134,1560
/home/sdorco/CBS/CBS_k3_n100_m403_b30_780.cnf,0.17400000000000002,635824
/home/sdorco/CBS/CBS_k3_n100_m403_b10_296.cnf,0.168,2577580
/home/sdorco/CBS/CBS_k3_n100_m403_b10_614.cnf,0.21,125284
/home/sdorco/CBS/CBS_k3_n100_m403_b70_535.cnf,0.11200000000000002,29832
/home/sdorco/CBS/CBS_k3_n100_m403_b50_145.cnf,0.11600000000000002,7340
/home/sdorco/CBS/CBS_k3_n100_m403_b50_838.cnf,0.138,4024
/home/sdorco/CBS/CBS_k3_n100_m403_b30_483.cnf,0.258,2696
/home/sdorco/CBS/CBS_k3_n100_m403_b50_899.cnf,0.12400000000000003,33991
/home/sdorco/CBS/CBS_k3_n100_m403_b30_720.cnf,0.30200000000000005,51872
/home/sdorco/CBS/CBS_k3_n100_m403_b70_819.cnf,0.054000000000000006,180
/home/sdorco/CBS/CBS_k3_n100_m403_b50_394.cnf,0.14200000000000002,4528
/home/sdorco/CBS/CBS_k3_n100_m403_b90_91.cnf,0.064,144
/home/sdorco/CBS/CBS_k3_n100_m403_b90_694.cnf,0.064,160
/home/sdorco/CBS/CBS_k3_n100_m403_b30_1.cnf,0.09600000000000002,1224
/home/sdorco/CBS/CBS_k3_n100_m403_b50_228.cnf,0.10600000000000001,9568
/home/sdorco/CBS/CBS_k3_n100_m403_b10_471.cnf,0.19,14599
/home/sdorco/CBS/CBS_k3_n100_m403_b50_952.cnf,0.098,3200
/home/sdorco/CBS/CBS_k3_n100_m403_b10_476.cnf,0.284,17331
/home/sdorco/CBS/CBS_k3_n100_m403_b50_214.cnf,0.324,272
/home/sdorco/CBS/CBS_k3_n100_m403_b50_101.cnf,0.14200000000000002,47214
/home/sdorco/CBS/CBS_k3_n100_m403_b90_644.cnf,0.062,176
/home/sdorco/CBS/CBS_k3_n100_m403_b90_151.cnf,0.07600000000000001,528
/home/sdorco/CBS/CBS_k3_n100_m403_b30_628.cnf,0.3320000000000001,712
/home/sdorco/CBS/CBS_k3_n100_m403_b70_790.cnf,0.192,700
/home/sdorco/CBS/CBS_k3_n100_m403_b10_280.cnf,0.2,45267600
/home/sdorco/CBS/CBS_k3_n100_m403_b10_22.cnf,0.16,587151
/home/sdorco/CBS/CBS_k3_n100_m403_b10_952.cnf,0.166,795866
/home/sdorco/CBS/CBS_k3_n100_m403_b30_423.cnf,0.096,7460
/home/sdorco/CBS/CBS_k3_n100_m403_b90_721.cnf,0.045,65
/home/sdorco/CBS/CBS_k3_n100_m403_b70_888.cnf,0.114,5004
/home/sdorco/CBS/CBS_k3_n100_m403_b90_990.cnf,0.067,288
/home/sdorco/CBS/CBS_k3_n100_m403_b30_949.cnf,0.158,3202
/home/sdorco/CBS/CBS_k3_n100_m403_b50_991.cnf,0.186,2216
/home/sdorco/CBS/CBS_k3_n100_m403_b10_866.cnf,0.228,175562
/home/sdorco/CBS/CBS_k3_n100_m403_b50_117.cnf,0.156,40672
/home/sdorco/CBS/CBS_k3_n100_m403_b30_191.cnf,0.252,7048
/home/sdorco/CBS/CBS_k3_n100_m403_b50_471.cnf,0.223,2496
/home/sdorco/CBS/CBS_k3_n100_m403_b50_272.cnf,0.136,16042
/home/sdorco/CBS/CBS_k3_n100_m403_b70_707.cnf,0.088,4470
/home/sdorco/CBS/CBS_k3_n100_m403_b90_229.cnf,0.078,384
/home/sdorco/CBS/CBS_k3_n100_m403_b10_910.cnf,0.406,3560
/home/sdorco/CBS/CBS_k3_n100_m403_b90_289.cnf,0.08,224
/home/sdorco/CBS/CBS_k3_n100_m403_b10_175.cnf,0.19999999999999998,76948
/home/sdorco/CBS/CBS_k3_n100_m403_b30_593.cnf,0.14600000000000002,85832
/home/sdorco/CBS/CBS_k3_n100_m403_b50_633.cnf,0.08,1638
/home/sdorco/CBS/CBS_k3_n100_m403_b70_105.cnf,0.134,13824
/home/sdorco/CBS/CBS_k3_n100_m403_b70_632.cnf,0.10400000000000001,2650
/home/sdorco/CBS/CBS_k3_n100_m403_b90_875.cnf,0.07200000000000001,336
/home/sdorco/CBS/CBS_k3_n100_m403_b50_531.cnf,0.23800000000000002,1796
/home/sdorco/CBS/CBS_k3_n100_m403_b90_663.cnf,0.061,176
/home/sdorco/CBS/CBS_k3_n100_m403_b90_329.cnf,0.094,896
/home/sdorco/CBS/CBS_k3_n100_m403_b70_730.cnf,0.098,5812
/home/sdorco/CBS/CBS_k3_n100_m403_b10_869.cnf,0.20600000000000004,1951150
/home/sdorco/CBS/CBS_k3_n100_m403_b30_392.cnf,0.28200000000000003,768
/home/sdorco/CBS/CBS_k3_n100_m403_b50_385.cnf,0.09799999999999999,5952
/home/sdorco/CBS/CBS_k3_n100_m403_b50_579.cnf,0.078,1936
/home/sdorco/CBS/CBS_k3_n100_m403_b50_63.cnf,0.162,23420
/home/sdorco/CBS/CBS_k3_n100_m403_b10_212.cnf,0.21400000000000002,169432
/home/sdorco/CBS/CBS_k3_n100_m403_b90_270.cnf,0.056999999999999995,108
/home/sdorco/CBS/CBS_k3_n100_m403_b90_996.cnf,0.07200000000000001,416
/home/sdorco/CBS/CBS_k3_n100_m403_b70_61.cnf,0.134,16704
/home/sdorco/CBS/CBS_k3_n100_m403_b50_87.cnf,0.134,3744
/home/sdorco/CBS/CBS_k3_n100_m403_b30_328.cnf,0.18400000000000002,179089
/home/sdorco/CBS/CBS_k3_n100_m403_b90_541.cnf,0.09,768
/home/sdorco/CBS/CBS_k3_n100_m403_b50_666.cnf,0.098,3139
/home/sdorco/CBS/CBS_k3_n100_m403_b10_119.cnf,0.378,119032
/home/sdorco/CBS/CBS_k3_n100_m403_b10_80.cnf,0.192,62322
/home/sdorco/CBS/CBS_k3_n100_m403_b30_805.cnf,0.28,1200
/home/sdorco/CBS/CBS_k3_n100_m403_b30_433.cnf,0.21400000000000002,944
/home/sdorco/CBS/CBS_k3_n100_m403_b50_827.cnf,0.11600000000000002,8384
/home/sdorco/CBS/CBS_k3_n100_m403_b70_200.cnf,0.09600000000000002,1184
/home/sdorco/CBS/CBS_k3_n100_m403_b50_280.cnf,0.10400000000000001,26052
/home/sdorco/CBS/CBS_k3_n100_m403_b10_860.cnf,0.18800000000000003,369756
